Variate000,Variate001,Variate002,Variate003,Variate004,Variate005
0.010728503335363,0.381713481288724,0.0114388530851919,0.401268436300833,0.00969765161508489,0.365165985103069
0.00995038224122594,0.405122090771459,0.0105766038057319,0.425262791841825,0.00895480947728706,0.387258769403852
0.00890142468206442,0.312543785729735,0.00945640224122735,0.330439675294873,0.00799183062162413,0.298808250166167
0.00907096425541054,0.366572705261045,0.00962405454158064,0.381918616535873,0.00810291861673478,0.35026815432898
0.010737575960466,0.356654628703404,0.0114592128056503,0.373686737329707,0.00973690053458205,0.340769775151283
0.0073433265535889,0.274714695285105,0.00779929084224012,0.285214424682983,0.00659264461934591,0.262235611873914
0.0125676092026391,0.301119972407687,0.0133790328118866,0.318141217892134,0.0113851838068413,0.287965039244722
0.013249928059197,0.659236664395501,0.0141226788108367,0.698194094247424,0.0118471745884145,0.627238939616941
0.00965108999268803,0.356801887191251,0.0102619256931005,0.37179090988724,0.00866557724664566,0.34091880982797
0.00993862231001129,0.309928773084827,0.0105397169556834,0.331736438407802,0.00884951439431665,0.296209637879837
0.0110031710696325,0.384787486826238,0.0116650373060124,0.399921051763346,0.00981990448395777,0.367884881557291
0.00998896121525714,0.316077534972841,0.0105776043980212,0.331004401112336,0.00892587222123665,0.302269110981575
0.00900503821641307,0.437064796963448,0.00958043154818513,0.4627576924164,0.00808355479966159,0.417377091114765
0.0104948759257641,0.330641023890945,0.01112292355674,0.346664254330793,0.00938309174359832,0.316166144620691
0.0136696472153093,0.280056086264682,0.014540136084752,0.293344077142164,0.0123950542201947,0.267607017388396
0.0117051769101176,0.285033816333657,0.0124088881170761,0.304658026280875,0.0104612550229226,0.272783689385606
0.0122620485010387,0.33020651361064,0.0130408746706938,0.34607727599686,0.0110759461209984,0.315502525316294
0.00802758273486607,0.267775222661168,0.00854531003060454,0.278275492107793,0.00722927866352533,0.25572267289555
0.00913369381040502,0.357835888191276,0.00972335040226125,0.374077785765681,0.00822559748105213,0.342032000074026
0.00972609579361468,0.293775736546104,0.0103462023444597,0.306880959864399,0.00874648126864023,0.280842127165754
0.0092557496978007,0.394230212316089,0.00984115532996583,0.414463899487321,0.00832179931337734,0.376538995619957
0.00889353945363737,0.320729968050967,0.00946128547294712,0.336527547969653,0.00802264048220578,0.306917500197279
0.00865169652024674,0.308686042246268,0.00921171652015941,0.322931838534595,0.00778915453378528,0.295306583582046
0.00962192696541609,0.313737154272747,0.0102402890750694,0.328001785264578,0.0086848923945655,0.300067561337737
0.0155498289910767,0.293443393439268,0.0164720768935984,0.307586009120887,0.0138474123188696,0.280835339735805
0.00922389409889208,0.332487520136208,0.0098098146656502,0.349520334724291,0.00828724274190371,0.317869998928417
0.0100020922620246,0.423407811679058,0.0106351492199306,0.446898269469586,0.00899428568207026,0.404718258444201
0.00942373290140597,0.430676037443607,0.0100168498574656,0.451152166201175,0.00845885035320999,0.411588233190742
0.014352229496372,0.348213119880235,0.0152274965331087,0.367424616820346,0.0128620743777814,0.332643658627635
0.0106183662052644,0.377419712868989,0.0112987441517423,0.394938541712448,0.00955878175178264,0.360492415342257
0.0104267339181333,0.331919646753652,0.0110873115664576,0.350851129997376,0.0093701956921059,0.317475911282633
0.00878444569026358,0.323359507898199,0.00937350253593754,0.343003639872707,0.00799043801876967,0.309159813515254
0.00913057418867252,0.343965055300715,0.00968790827504431,0.364826297416087,0.00815503506362205,0.329007372608554
0.00969438616055172,0.345459617685757,0.010376678946926,0.360751614460479,0.00882077093967782,0.330154833565115
0.00805635306038229,0.338231637627643,0.00858360571381722,0.353775689795327,0.00726149564059952,0.323264471784825
0.00928370258397787,0.387521724172372,0.00984698663885448,0.412540857202397,0.0082946927035787,0.370558626331711
0.0134625466777583,0.288699405444518,0.0143070620803375,0.30923392102522,0.0121002534214979,0.276423402271307
0.00905462812026483,0.313800546714363,0.00964634224251058,0.334558285918882,0.00818876184566974,0.299966789259248
0.00940152842115104,0.377421622281389,0.00998015546295573,0.394817977386228,0.00841773916851551,0.360791945276793
0.00553805330368843,0.195749368227206,0.00586524973014485,0.208251239260029,0.00493522709589739,0.187035379326121
0.00858610116100069,0.350931364124983,0.00913599469776357,0.367274910753018,0.00773825684766543,0.335317894545353
0.0106026420905867,0.387712231420416,0.011291645540036,0.403543510182769,0.00958510034482866,0.369853175601369
0.00999096189374006,0.36695168549144,0.0106629315146087,0.385736010929087,0.00905670106755213,0.350877628762673
0.00859323950758204,0.356584720516753,0.00912045768371593,0.371933799976464,0.00766697458897074,0.341046470255907
0.00946615422446509,0.455610496922723,0.0100530576115994,0.472872710858387,0.00849327100878518,0.435214143250743
0.0103255876045652,0.386807649042464,0.0109784723113413,0.402844296956734,0.00928973365605673,0.369803154530403
0.0110253023187274,0.368866988128132,0.011728241488186,0.380634552588163,0.00994249856551939,0.352737988163306
0.00806431094172797,0.338085251074195,0.00855246735182573,0.362911621253751,0.0072014256740918,0.322966078516435
0.0117329186217491,0.306131438341376,0.0124809563825532,0.321993936228636,0.0105943265976701,0.292757414487754
0.00857460693572903,0.328060215235369,0.00912657364659961,0.341243405578297,0.00771881559284704,0.313221516006068
0.0116389256365011,0.397637758540219,0.0124183753961329,0.419077723658581,0.010549841634954,0.379961739433765
0.00888636260963197,0.348193639878511,0.00944731662354888,0.364975369588366,0.00796659771115312,0.332837571851657
0.0115088924714439,0.318843858010413,0.0122800554615409,0.331835919045674,0.0104782081002554,0.304590850859479
0.00944386942813217,0.342732582755556,0.0100288033916959,0.359839071810306,0.00845667347719273,0.32745570567368
0.00890562566998299,0.28395487253134,0.00948701838854159,0.306352100560309,0.00802061872261711,0.271405424766404
0.0111251148420793,0.359350220798654,0.0118431906462958,0.376256954662627,0.0100507249551718,0.343760307951948
0.0121912956950525,0.314783954025653,0.0129591273302098,0.332739233087981,0.0109828010169251,0.300972871563803
0.0103212332500365,0.361422006143639,0.0109718819813346,0.38471837447505,0.00926618071520277,0.346330528539847
0.010158379290272,0.317880967725991,0.0107864454409648,0.328767394713317,0.00912082932163331,0.303731108003716
0.0128583338209664,0.352825108512806,0.013672217754939,0.383015089942018,0.0115869269178824,0.337044157562124
0.00937745211258767,0.412318537202888,0.01000139139674,0.428617020266729,0.00846365765113413,0.393293418054126
0.0103547169044928,0.296912268994082,0.0109931055561269,0.310863111313062,0.00925271594861502,0.283760993708193
0.0058014305642753,0.199288874039499,0.00614229918594625,0.211914807873254,0.00517245711012706,0.190341832989732
0.00934845868961342,0.302729295097571,0.00993736702085361,0.317715367147846,0.00843664701481163,0.289107401870807
0.00996482498121139,0.333348627804929,0.0105588082550955,0.350658990517656,0.00885860427706955,0.318880121741537
0.0118930209824343,0.389735125751091,0.0126202888473945,0.415347337837812,0.0106569894902131,0.373144281426879
0.00900744390914798,0.309303001246841,0.00962353859033569,0.322835943525654,0.00816545218695203,0.295478531378276
0.00919285313229573,0.333611161796355,0.00977059103435521,0.345967906507801,0.00825510512799954,0.318806761735671
0.0113056430954174,0.318726498219161,0.0120676456990641,0.333484685012799,0.0102777732440411,0.30494263471446
0.00972293473355928,0.353344818471232,0.010354146960471,0.374712433952188,0.00875604768852626,0.337973594508816
0.0123552434034168,0.352205498733798,0.013140372569199,0.377010051388078,0.0111616433334695,0.337258682470548
0.00982124489591476,0.341428905089403,0.0104595372327446,0.358369925126721,0.00886083887396758,0.326180765669557
0.0122003777021926,0.461993743321879,0.0129834594779372,0.482928302492393,0.0109966391809392,0.441210038856221
0.0101746277664964,0.376395714174268,0.0108018882937073,0.390015613948338,0.00911000242289661,0.360125046803925
0.00929010567960984,0.281250668675472,0.00988032859002605,0.299952076844242,0.00836295528671865,0.2690859886022
0.0100984037073501,0.343177029838592,0.0107579507065543,0.355649014123818,0.00912054620575705,0.327691602156686
0.0101466749355523,0.350850219427987,0.0107994412402236,0.367950253858425,0.00914272319515333,0.335378746063085
0.0107771675724896,0.316909307379598,0.011491008813513,0.332105276042519,0.0097557411815009,0.30290195522736
0.0102091588594446,0.357694355419179,0.0108745617253151,0.379753081498082,0.00922203309615071,0.342148875589132
0.00946131659745653,0.369941799934364,0.0100728008395676,0.389642060833354,0.00853532718157974,0.35398855177977
0.00580265476916705,0.203931646885668,0.00613999081979267,0.215999830547007,0.00515893880459351,0.194780574496693
0.00898969491036913,0.337653864802978,0.00956672269197395,0.353124028765931,0.00811390962702999,0.322686526137447
0.0088769776647661,0.295224404960038,0.00944189751211065,0.310683700578992,0.00804930296973339,0.282101191203296
0.00929446804117856,0.347512928084279,0.00990355083339623,0.361962337119669,0.00837842469805378,0.332167284251192
0.00880144847945556,0.308380679261793,0.00935383793054708,0.329021310094201,0.0078907188277168,0.295261037935752
0.0118636399979721,0.312490474256356,0.012594934267023,0.329529425337021,0.0106450649210912,0.298807912196034
0.00860387029572444,0.323041453147432,0.00913076053621428,0.338323376662497,0.0077104538594377,0.308535488203012
0.00542790932077702,0.263432953675053,0.00575305978918567,0.276489675118056,0.00485338636354381,0.252608102696517
0.0106027817364219,0.366187040386323,0.0113320921968188,0.384433374917423,0.009650067806519,0.349820952926538
0.0118503980477381,0.248488187709585,0.0125312388797664,0.263758211920393,0.0105592266947948,0.237702834621179
0.00937943411758502,0.361633806961462,0.00999724239187871,0.379369630074782,0.00848038259959268,0.345773459034294
0.0103424801615141,0.398882978834834,0.0110183262588568,0.416313833179256,0.00933029301265367,0.381731247819585
0.0124719322584096,0.346436621443145,0.0132578893539047,0.358944450480462,0.0112322537374393,0.331127678859565
0.009472573356437,0.322276606018343,0.0101014580913442,0.335379762259174,0.00857687238058972,0.307781297147341
0.00892966322339234,0.353715863526419,0.00950430460247237,0.36921476163335,0.00803753644229872,0.338141543132371
0.0102937803409172,0.318219797460804,0.0109426294341223,0.335816996754389,0.00926542677443373,0.304146100763096
0.00942238865509026,0.277659432366762,0.0100217387630572,0.289037344672061,0.00849063980425635,0.265319711952912
0.0110555757249003,0.246510284562237,0.0117485606962983,0.257870632724784,0.00999543494447904,0.235629702151403
0.00769260561579971,0.317805476137965,0.00817309212475649,0.34022220249326,0.00688976006555602,0.303238298750085
0.0084457239959753,0.366370624593551,0.00898620818473738,0.387110290591675,0.0075956616609402,0.350163422468019
0.00823993863305489,0.28605930192945,0.0087691900202565,0.296402898170144,0.00742801967461493,0.273526303772338
0.00922905684845604,0.374123041245609,0.009839010452659,0.39554767892877,0.00834884424367087,0.357602127254278
0.00912397509004331,0.359710599463556,0.00968793721153545,0.378605388573425,0.0081549651761701,0.343801422672428
0.0104781942472543,0.320926782689909,0.0111152541044908,0.336058718370531,0.00936196886028738,0.306997153071687
0.00814887231029893,0.256311318892798,0.0086691300629477,0.269440276707513,0.00734136911206785,0.245039828702109
0.0132443202111804,0.385229511021004,0.0140676571462377,0.40874420320542,0.0119015177388387,0.36857575232538
